Time [s],dont_use,lv_timer_handler,flush_cb,refr_invalid_areas
0.656735280,1,1,1,1
0.656736560,0,1,1,1
0.656745980,1,1,1,1
0.656751720,0,1,1,1
0.659644460,1,1,1,1
0.659649400,1,1,0,1
0.662231320,1,1,1,1
0.662233620,0,1,1,1
0.662243140,1,1,1,1
0.662244540,0,1,1,1
0.662258460,1,1,1,1
0.662259760,0,1,1,1
0.662269180,1,1,1,1
0.662270600,0,1,1,1
0.662284520,1,1,1,1
0.662285820,0,1,1,1
0.662295240,1,1,1,1
0.662300960,0,1,1,1
0.665191720,1,1,1,1
0.665196660,1,1,0,1
0.666718100,1,1,1,1
0.666720400,0,1,1,1
0.666729920,1,1,1,1
0.666731320,0,1,1,1
0.666745260,1,1,1,1
0.666746540,0,1,1,1
0.666755960,1,1,1,1
0.666757380,0,1,1,1
0.666771320,1,1,1,1
0.666772600,0,1,1,1
0.666782020,1,1,1,1
0.666787760,0,1,1,1
0.669679040,1,1,1,1
0.669685240,1,1,0,1
0.672996960,1,1,1,1
0.672999280,0,1,1,1
0.673008780,1,1,1,1
0.673010180,0,1,1,1
0.673024120,1,1,1,1
0.673025400,0,1,1,1
0.673034820,1,1,1,1
0.673036240,0,1,1,1
0.673050160,1,1,1,1
0.673051460,0,1,1,1
0.673060880,1,1,1,1
0.673066600,0,1,1,1
0.675957540,1,1,1,1
0.675963680,1,1,0,1
0.678962020,1,1,1,1
0.678964340,0,1,1,1
0.678973840,1,1,1,1
0.678975260,0,1,1,1
0.678989180,1,1,1,1
0.678990480,0,1,1,1
0.678999900,1,1,1,1
0.679001320,0,1,1,1
0.679015240,1,1,1,1
0.679016540,0,1,1,1
0.679025960,1,1,1,1
0.679031680,0,1,1,1
0.681923920,1,1,1,1
0.681928860,1,1,0,1
0.683975460,1,1,1,1
0.683977760,0,1,1,1
0.683987280,1,1,1,1
0.683988680,0,1,1,1
0.684002600,1,1,1,1
0.684003900,0,1,1,1
0.684013320,1,1,1,1
0.684014740,0,1,1,1
0.684028660,1,1,1,1
0.684029960,0,1,1,1
0.684039380,1,1,1,1
0.684045100,0,1,1,1
0.686937020,1,1,1,1
0.686944260,1,1,0,1
0.687411400,1,1,1,1
0.687413720,0,1,1,1
0.687423220,1,1,1,1
0.687424640,0,1,1,1
0.687438560,1,1,1,1
0.687439860,0,1,1,1
0.687449260,1,1,1,1
0.687450680,0,1,1,1
0.687464620,1,1,1,1
0.687465900,0,1,1,1
0.687475320,1,1,1,1
0.687481040,0,1,1,1
0.688456360,1,1,1,1
0.688461360,1,1,0,1
0.688463660,1,1,0,0
0.688510060,1,0,0,0
0.735099660,1,0,0,0
