Time [s],dont_use,lv_timer_handler,flush_cb,refr_invalid_areas
0.998161580,1,1,0,1
1.003753640,1,1,1,1
1.003756160,0,1,1,1
1.003766280,1,1,1,1
1.003767600,0,1,1,1
1.003782800,1,1,1,1
1.003784100,0,1,1,1
1.003794120,1,1,1,1
1.003795480,0,1,1,1
1.003810680,1,1,1,1
1.003811940,0,1,1,1
1.003821960,1,1,1,1
1.003827280,0,1,1,1
1.006720060,1,1,1,1
1.006725840,1,1,0,1
1.012324900,1,1,1,1
1.012327400,0,1,1,1
1.012337520,1,1,1,1
1.012338840,0,1,1,1
1.012354060,1,1,1,1
1.012355340,0,1,1,1
1.012365380,1,1,1,1
1.012366720,0,1,1,1
1.012381920,1,1,1,1
1.012383180,0,1,1,1
1.012393220,1,1,1,1
1.012398520,0,1,1,1
1.015291580,1,1,1,1
1.015297340,1,1,0,1
1.020891360,1,1,1,1
1.020893880,0,1,1,1
1.020904000,1,1,1,1
1.020905320,0,1,1,1
1.020920540,1,1,1,1
1.020921820,0,1,1,1
1.020931860,1,1,1,1
1.020933200,0,1,1,1
1.020948400,1,1,1,1
1.020949660,0,1,1,1
1.020959700,1,1,1,1
1.020965000,0,1,1,1
1.023858400,1,1,1,1
1.023865620,1,1,0,1
1.029463300,1,1,1,1
1.029465800,0,1,1,1
1.029475920,1,1,1,1
1.029477240,0,1,1,1
1.029492440,1,1,1,1
1.029493740,0,1,1,1
1.029503780,1,1,1,1
1.029505120,0,1,1,1
1.029520320,1,1,1,1
1.029521580,0,1,1,1
1.029531600,1,1,1,1
1.029536900,0,1,1,1
1.032429440,1,1,1,1
1.032435220,1,1,0,1
1.034815480,1,1,1,1
1.034818000,0,1,1,1
1.034828120,1,1,1,1
1.034829440,0,1,1,1
1.034846100,1,1,1,1
1.034847380,0,1,1,1
1.034857420,1,1,1,1
1.034858760,0,1,1,1
1.034873960,1,1,1,1
1.034875240,0,1,1,1
1.034885260,1,1,1,1
1.034890560,0,1,1,1
1.035867800,1,1,1,1
1.035872360,1,1,0,1
1.035875080,1,1,0,0
1.035896160,1,0,0,0
1.115981580,1,0,0,0
