Time [s],dont_use,lv_timer_handler,flush_cb,refr_invalid_areas
0.765679240,1,1,1,1
0.765680640,0,1,1,1
0.765694560,1,1,1,1
0.765695860,0,1,1,1
0.765705280,1,1,1,1
0.765706700,0,1,1,1
0.765720620,1,1,1,1
0.765721920,0,1,1,1
0.765731340,1,1,1,1
0.765737060,0,1,1,1
0.765743020,0,1,0,1
0.767430820,1,1,0,1
0.771111340,1,1,1,1
0.771114280,0,1,1,1
0.771123800,1,1,1,1
0.771125200,0,1,1,1
0.771139120,1,1,1,1
0.771140420,0,1,1,1
0.771149840,1,1,1,1
0.771151260,0,1,1,1
0.771165180,1,1,1,1
0.771166480,0,1,1,1
0.771175900,1,1,1,1
0.771181620,0,1,1,1
0.771187580,0,1,0,1
0.772874680,1,1,0,1
0.774724280,1,1,1,1
0.774727220,0,1,1,1
0.774736740,1,1,1,1
0.774738140,0,1,1,1
0.774752060,1,1,1,1
0.774753360,0,1,1,1
0.774762780,1,1,1,1
0.774764200,0,1,1,1
0.774778120,1,1,1,1
0.774779420,0,1,1,1
0.774788840,1,1,1,1
0.774794560,0,1,1,1
0.774800500,0,1,0,1
0.776488240,1,1,0,1
0.777219480,1,1,1,1
0.777222420,0,1,1,1
0.777231940,1,1,1,1
0.777233340,0,1,1,1
0.777247260,1,1,1,1
0.777248560,0,1,1,1
0.777257980,1,1,1,1
0.777259400,0,1,1,1
0.777273340,1,1,1,1
0.777274620,0,1,1,1
0.777284040,1,1,1,1
0.777289760,0,1,1,1
0.777295720,0,1,0,1
0.778983540,1,1,0,1
0.781101400,1,1,1,1
0.781104340,0,1,1,1
0.781113860,1,1,1,1
0.781115260,0,1,1,1
0.781129180,1,1,1,1
0.781130480,0,1,1,1
0.781139900,1,1,1,1
0.781141320,0,1,1,1
0.781155240,1,1,1,1
0.781156520,0,1,1,1
0.781165940,1,1,1,1
0.781171680,0,1,1,1
0.781177640,0,1,0,1
0.782865240,1,1,0,1
0.785174780,1,1,1,1
0.785177720,0,1,1,1
0.785187220,1,1,1,1
0.785188640,0,1,1,1
0.785202560,1,1,1,1
0.785203860,0,1,1,1
0.785213280,1,1,1,1
0.785214700,0,1,1,1
0.785228620,1,1,1,1
0.785229920,0,1,1,1
0.785239340,1,1,1,1
0.785245060,0,1,1,1
0.785251020,0,1,0,1
0.786938300,1,1,0,1
0.789149120,1,1,1,1
0.789152060,0,1,1,1
0.789161560,1,1,1,1
0.789162980,0,1,1,1
0.789176900,1,1,1,1
0.789178200,0,1,1,1
0.789187620,1,1,1,1
0.789189040,0,1,1,1
0.789202960,1,1,1,1
0.789204260,0,1,1,1
0.789213660,1,1,1,1
0.789219400,0,1,1,1
0.789225340,0,1,0,1
0.790913160,1,1,0,1
0.792988240,1,1,1,1
0.792991180,0,1,1,1
0.793000700,1,1,1,1
0.793002100,0,1,1,1
0.793016020,1,1,1,1
0.793017320,0,1,1,1
0.793026740,1,1,1,1
0.793028160,0,1,1,1
0.793042080,1,1,1,1
0.793043380,0,1,1,1
0.793052800,1,1,1,1
0.793058520,0,1,1,1
0.793064480,0,1,0,1
0.794751780,1,1,0,1
0.796991460,1,1,1,1
0.796994400,0,1,1,1
0.797003900,1,1,1,1
0.797005320,0,1,1,1
0.797019240,1,1,1,1
0.797020540,0,1,1,1
0.797029960,1,1,1,1
0.797031380,0,1,1,1
0.797045300,1,1,1,1
0.797046600,0,1,1,1
0.797056020,1,1,1,1
0.797061740,0,1,1,1
0.797067680,0,1,0,1
0.798755280,1,1,0,1
0.799459300,1,1,1,1
0.799462240,0,1,1,1
0.799471740,1,1,1,1
0.799473140,0,1,1,1
0.799487080,1,1,1,1
0.799488380,0,1,1,1
0.799497800,1,1,1,1
0.799499220,0,1,1,1
0.799513140,1,1,1,1
0.799514440,0,1,1,1
0.799523860,1,1,1,1
0.799529580,0,1,1,1
0.799535540,0,1,0,1
0.801223940,1,1,0,1
0.802494520,1,1,1,1
0.802497460,0,1,1,1
0.802506960,1,1,1,1
0.802508380,0,1,1,1
0.802522300,1,1,1,1
0.802523600,0,1,1,1
0.802533020,1,1,1,1
0.802534440,0,1,1,1
0.802548360,1,1,1,1
0.802549660,0,1,1,1
0.802559060,1,1,1,1
0.802564800,0,1,1,1
0.802570760,0,1,0,1
0.804259480,1,1,0,1
0.806569240,1,1,1,1
0.806572160,0,1,1,1
0.806581680,1,1,1,1
0.806583080,0,1,1,1
0.806597000,1,1,1,1
0.806598300,0,1,1,1
0.806607720,1,1,1,1
0.806609140,0,1,1,1
0.806623060,1,1,1,1
0.806624340,0,1,1,1
0.806633760,1,1,1,1
0.806639480,0,1,1,1
0.806645440,0,1,0,1
0.808333100,1,1,0,1
0.810642420,1,1,1,1
0.810645340,0,1,1,1
0.810654860,1,1,1,1
0.810656260,0,1,1,1
0.810670200,1,1,1,1
0.810671500,0,1,1,1
0.810680920,1,1,1,1
0.810682340,0,1,1,1
0.810696260,1,1,1,1
0.810697560,0,1,1,1
0.810706980,1,1,1,1
0.810712700,0,1,1,1
0.810718660,0,1,0,1
0.812406600,1,1,0,1
0.814786860,1,1,1,1
0.814789800,0,1,1,1
0.814799300,1,1,1,1
0.814800700,0,1,1,1
0.814814640,1,1,1,1
0.814815940,0,1,1,1
0.814825360,1,1,1,1
0.814826780,0,1,1,1
0.814840700,1,1,1,1
0.814842000,0,1,1,1
0.814851420,1,1,1,1
0.814857140,0,1,1,1
0.814863100,0,1,0,1
0.816550500,1,1,0,1
0.818564620,1,1,1,1
0.818567540,0,1,1,1
0.818577060,1,1,1,1
0.818578460,0,1,1,1
0.818592400,1,1,1,1
0.818593680,0,1,1,1
0.818603100,1,1,1,1
0.818604520,0,1,1,1
0.818618460,1,1,1,1
0.818619740,0,1,1,1
0.818629160,1,1,1,1
0.818634900,0,1,1,1
0.818640860,0,1,0,1
0.820328700,1,1,0,1
0.822000580,1,1,1,1
0.822003500,0,1,1,1
0.822013020,1,1,1,1
0.822014420,0,1,1,1
0.822028340,1,1,1,1
0.822029640,0,1,1,1
0.822039060,1,1,1,1
0.822040480,0,1,1,1
0.822054400,1,1,1,1
0.822055700,0,1,1,1
0.822065120,1,1,1,1
0.822070840,0,1,1,1
0.822076800,0,1,0,1
0.823763920,1,1,0,1
0.824260460,1,1,1,1
0.824263380,0,1,1,1
0.824272900,1,1,1,1
0.824274300,0,1,1,1
0.824288220,1,1,1,1
0.824289520,0,1,1,1
0.824298940,1,1,1,1
0.824300360,0,1,1,1
0.824314280,1,1,1,1
0.824315580,0,1,1,1
0.824325000,1,1,1,1
0.824330720,0,1,1,1
0.824336660,0,1,0,1
0.825784860,1,1,0,1
0.825794360,1,1,0,0
0.825839800,1,0,0,0
0.879771980,1,0,0,0
